ts	Sample#	A	B	dx	F
254470541.00000	840.00000	37.35812	24.49107	18.35811	2.30762
254470559.00000	841.00000	37.36805	24.49355	18.36085	2.30914
254470578.00000	842.00000	37.37053	24.51588	18.36725	2.36561
254470597.00000	843.00000	37.37797	24.51092	18.36390	2.29693
254470616.00000	844.00000	37.37549	24.50596	18.35537	2.29541
254470635.00000	845.00000	37.38045	24.50596	18.35050	2.22062
254470662.00000	846.00000	37.37053	24.50099	18.28503	2.22062
254470690.00000	847.00000	37.37797	24.50348	18.28686	2.15347
254470708.00000	848.00000	37.38294	24.52084	18.28473	2.07563
254470730.00000	849.00000	37.38045	24.51588	18.28260	1.97338
254470748.00000	850.00000	37.37797	24.50099	18.27590	1.97643
254470768.00000	851.00000	37.38045	24.50348	18.27468	1.97185
254470785.00000	852.00000	37.37797	24.51092	18.27011	1.97185
254470802.00000	853.00000	37.37549	24.51588	18.28016	1.96575
254470830.00000	854.00000	37.37797	24.50596	18.27498	1.90165
254470858.00000	855.00000	37.37797	24.52829	18.33741	1.91538
254470885.00000	856.00000	37.38294	24.52581	18.27468	1.92912
254470903.00000	857.00000	37.38542	24.52084	18.26981	1.97033
254470921.00000	858.00000	37.38294	24.51340	18.32584	1.97033
254470939.00000	859.00000	37.39534	24.53573	18.33132	2.03443
254470957.00000	860.00000	37.39038	24.53325	18.31152	2.03137
254470975.00000	861.00000	37.39534	24.53325	18.30696	2.09547
254471004.00000	862.00000	37.39534	24.52829	18.25793	2.13058
254471034.00000	863.00000	37.39534	24.54814	18.31305	2.14126
254471062.00000	864.00000	37.40527	24.56054	18.25824	2.13821
254471085.00000	865.00000	37.41767	24.56302	18.25884	2.01306
254471104.00000	866.00000	37.42263	24.56798	18.26372	2.08021
254471125.00000	867.00000	37.42760	24.57791	18.25884	2.21910
254471147.00000	868.00000	37.43504	24.59280	18.26372	2.21452
254471167.00000	869.00000	37.43008	24.59776	18.26585	2.26488
254471185.00000	870.00000	37.44496	24.59280	18.26006	2.26336
254471203.00000	871.00000	37.45241	24.59528	18.25671	2.24504
254471221.00000	872.00000	37.45241	24.60768	18.31122	2.24504
254471240.00000	873.00000	37.44744	24.60024	18.30635	2.26794
254471268.00000	874.00000	37.44993	24.60272	18.26250	2.23436
254471301.00000	875.00000	37.45489	24.60272	18.30878	2.16415
254471329.00000	876.00000	37.45241	24.61761	18.26493	2.13516
254471351.00000	877.00000	37.45737	24.60768	18.25671	2.13668
254471373.00000	878.00000	37.45489	24.63249	18.29356	2.15347
254471391.00000	879.00000	37.46481	24.62505	18.25062	2.15500
254471409.00000	880.00000	37.46233	24.61761	18.25884	2.17178
254471431.00000	881.00000	37.45985	24.62009	18.25976	2.22673
254471454.00000	882.00000	37.46233	24.63001	18.29599	2.23894
254471472.00000	883.00000	37.46233	24.63497	18.29660	2.25725
254471495.00000	884.00000	37.46233	24.62257	18.29051	2.20231
254471515.00000	885.00000	37.45985	24.62257	18.29386	2.20078
254471538.00000	886.00000	37.46729	24.63249	18.29447	2.04816
254471558.00000	887.00000	37.46481	24.64490	18.29264	2.04816
254471577.00000	888.00000	37.46233	24.63001	18.28899	2.02832
254471596.00000	889.00000	37.46233	24.62009	18.28625	1.99627
254471617.00000	890.00000	37.46481	24.62505	18.27986	1.99627
254471635.00000	891.00000	37.46977	24.63249	18.27651	1.99169
254471653.00000	892.00000	37.46481	24.63994	18.29021	1.98101
254471681.00000	893.00000	37.47226	24.63994	18.28564	2.03290
254471711.00000	894.00000	37.47474	24.63497	18.25915	2.10463
254471734.00000	895.00000	37.47970	24.67219	18.29112	2.20078
254471757.00000	896.00000	37.49955	24.69452	18.29021	2.20231
254471776.00000	897.00000	37.51692	24.70693	18.27925	2.24352
254471795.00000	898.00000	37.52436	24.71437	18.28564	2.40835
254471815.00000	899.00000	37.53428	24.74166	18.28290	2.41140
254471835.00000	900.00000	37.53925	24.76895	18.28686	2.48160
254471857.00000	901.00000	37.54917	24.75655	18.27316	2.48008
254471875.00000	902.00000	37.56158	24.77640	18.29112	2.46176
254471894.00000	903.00000	37.57150	24.79377	18.30056	2.48771
254471914.00000	904.00000	37.57150	24.80865	18.29569	2.49076
254471943.00000	905.00000	37.58142	24.80369	18.26341	2.52434
254471972.00000	906.00000	37.59879	24.83098	18.29356	2.47245
254471996.00000	907.00000	37.61120	24.86076	18.29934	2.49229
254472019.00000	908.00000	37.61864	24.87068	18.29569	2.49534
254472038.00000	909.00000	37.61864	24.85827	18.29660	2.57928
254472056.00000	910.00000	37.63353	24.87812	18.28686	2.58081
254472075.00000	911.00000	37.64593	24.89301	18.30300	2.58386
254472095.00000	912.00000	37.64345	24.90293	18.30787	2.59302
254472118.00000	913.00000	37.63849	24.89301	18.30026	2.58996
254472137.00000	914.00000	37.64841	24.89053	18.29904	2.57318
254472155.00000	915.00000	37.64841	24.89797	18.29295	2.57623
254472178.00000	916.00000	37.65090	24.91534	18.29873	2.32135
254472210.00000	917.00000	37.65090	24.89301	18.27711	2.28167
254472229.00000	918.00000	37.66082	24.91782	18.27651	2.39308
254472248.00000	919.00000	37.65338	24.91038	18.27772	2.39308
254472269.00000	920.00000	37.66082	24.90542	18.28168	2.41903
254472287.00000	921.00000	37.66578	24.91286	18.27894	2.41445
254472305.00000	922.00000	37.67571	24.93271	18.27468	2.46482
254472323.00000	923.00000	37.67571	24.95256	18.28016	2.47550
254472351.00000	924.00000	37.68563	24.95504	18.27437	2.50755
254472379.00000	925.00000	37.68811	24.95752	18.28655	2.57775
254472412.00000	926.00000	37.71292	24.97489	18.30452	2.55639
254472435.00000	927.00000	37.72285	25.00466	18.30239	2.56860
254472457.00000	928.00000	37.72285	25.01459	18.30300	2.56707
254472479.00000	929.00000	37.74270	25.01459	18.30087	2.67390
254472501.00000	930.00000	37.76006	25.04188	18.30208	2.67848
254472523.00000	931.00000	37.77991	25.06917	18.28686	2.68001
254472541.00000	932.00000	37.79976	25.09646	18.30513	2.68154
254472559.00000	933.00000	37.82209	25.11879	18.31975	2.68306
254472581.00000	934.00000	37.83698	25.15601	18.31274	2.76242
254472601.00000	935.00000	37.85931	25.18330	18.31183	2.76090
254472619.00000	936.00000	37.88412	25.20563	18.31609	2.76548
254472638.00000	937.00000	37.90397	25.24285	18.33071	2.78684
254472666.00000	938.00000	37.93126	25.27262	18.31944	2.81584
254472695.00000	939.00000	37.94119	25.27014	18.32157	2.78684
254472716.00000	940.00000	37.94615	25.30239	18.32218	2.78684
254472740.00000	941.00000	37.96352	25.31728	18.34502	2.65254
254472763.00000	942.00000	37.96848	25.33713	18.32492	2.65101
254472786.00000	943.00000	37.96848	25.32721	18.30970	2.60523
254472808.00000	944.00000	37.98336	25.34954	18.32096	2.66475
254472830.00000	945.00000	38.04291	25.39916	18.32797	2.63728
254472851.00000	946.00000	38.08757	25.47359	18.33893	2.63575
254472869.00000	947.00000	38.14712	25.55051	18.33314	2.75174
254472888.00000	948.00000	38.17689	25.62742	18.34045	2.75327
254472906.00000	949.00000	38.23644	25.72666	18.34776	2.88605
254472924.00000	950.00000	38.30839	25.81102	18.35355	2.87536
254472942.00000	951.00000	38.35553	25.91771	18.36085	2.88757
254472974.00000	952.00000	38.49199	26.08394	18.37912	2.75021
254473004.00000	953.00000	38.69544	26.35935	18.40440	2.62049
254473033.00000	954.00000	39.05769	26.88534	18.45221	2.53807
254473052.00000	955.00000	39.35046	27.32698	18.47048	2.53960
254473110.00000	956.00000	39.90623	28.02666	18.55391	1.95812
254473129.00000	957.00000	40.01043	28.21274	18.57766	1.62846
254473151.00000	958.00000	40.09975	28.33183	18.58223	1.62540
254473169.00000	959.00000	40.14193	28.43604	18.58528	1.77650
254473187.00000	960.00000	40.14938	28.45093	18.58588	1.77497
254473208.00000	961.00000	40.14690	28.46085	18.56822	1.95812
254473226.00000	962.00000	40.14441	28.46333	18.56579	1.72919
254473246.00000	963.00000	40.14690	28.44596	18.56975	1.73071
254473265.00000	964.00000	40.14193	28.45341	18.56183	0.70663
254473284.00000	965.00000	40.14938	28.45589	18.55970	0.70511
254473312.00000	966.00000	40.24862	28.61468	18.55483	0.38002
254473346.00000	967.00000	40.37764	28.80325	18.55726	1.24843
254473369.00000	968.00000	40.43470	28.87272	18.57645	2.11074
254473391.00000	969.00000	40.46200	28.94963	18.58436	2.11379
254473413.00000	970.00000	40.49177	29.01166	18.57431	2.22673
254473436.00000	971.00000	40.52651	29.09105	18.58345	2.22062
254473455.00000	972.00000	40.55628	29.13820	18.58254	2.22215
254473473.00000	973.00000	40.57117	29.14812	18.58467	2.28167
254473491.00000	974.00000	40.57861	29.15804	18.59076	2.28167
254473509.00000	975.00000	40.58853	29.17045	18.58619	2.31983
254473529.00000	976.00000	40.60342	29.18534	18.57858	2.25267
254473559.00000	977.00000	40.66545	29.26473	18.57827	2.26336
254473592.00000	978.00000	40.74484	29.40864	18.57462	2.25267
254473611.00000	979.00000	40.79447	29.50044	18.58588	2.38698
254473634.00000	980.00000	40.84409	29.57983	18.59654	2.54113
254473655.00000	981.00000	40.89867	29.64930	18.59746	2.54113
254473674.00000	982.00000	40.95078	29.73614	18.59837	2.60065
254473692.00000	983.00000	41.01032	29.82050	18.60537	2.60217
254473715.00000	984.00000	41.05250	29.88005	18.61116	2.64643
254473735.00000	985.00000	41.06491	29.90734	18.61542	2.64796
254473754.00000	986.00000	41.07979	29.91478	18.61451	2.63575
254473771.00000	987.00000	41.08972	29.92719	18.62364	2.56249
254473791.00000	988.00000	41.09468	29.94208	18.61542	2.56097
254473822.00000	989.00000	41.09964	29.93463	18.61908	2.49839
254473855.00000	990.00000	41.09468	29.94208	18.60507	2.44345
254473873.00000	991.00000	41.10461	29.95200	18.59258	2.39919
254473891.00000	992.00000	41.11205	29.96441	18.59898	2.39919
254473911.00000	993.00000	41.11205	29.96689	18.60172	2.35493
254473931.00000	994.00000	41.12197	29.97681	18.60629	2.35035
254473954.00000	995.00000	41.13438	29.98922	18.58649	2.35493
254473977.00000	996.00000	41.14678	30.01899	18.59472	2.46634
254474000.00000	997.00000	41.15671	30.02643	18.59989	2.53044
254474023.00000	998.00000	41.15423	30.03140	18.60020	2.52892
254474046.00000	999.00000	41.15919	30.02643	18.59867	2.56707
254474067.00000	1000.00000	41.16167	30.03636	18.60111	2.50144
254474085.00000	1001.00000	41.17160	30.04132	18.59746	2.50144
254474107.00000	1002.00000	41.17160	30.05869	18.59076	2.48923
254474125.00000	1003.00000	41.17160	30.05621	18.57858	2.55333
254474148.00000	1004.00000	41.17656	30.05373	18.58497	2.55486
254474168.00000	1005.00000	41.17656	30.06117	18.58832	2.53197
254474187.00000	1006.00000	41.18400	30.06613	18.58436	2.53197
254474207.00000	1007.00000	41.19144	30.09342	18.59624	2.50908
254474226.00000	1008.00000	41.18648	30.09094	18.59228	2.57318
254474250.00000	1009.00000	41.18896	30.07854	18.58588	2.56707
254474278.00000	1010.00000	41.19393	30.08846	18.57614	2.60523
254474298.00000	1011.00000	41.19393	30.09094	18.56944	2.53655
254474318.00000	1012.00000	41.19889	30.09591	18.57858	2.53655
254474336.00000	1013.00000	41.20385	30.10831	18.57127	2.53502
254474358.00000	1014.00000	41.20385	30.11824	18.56640	2.53655
254474380.00000	1015.00000	41.23114	30.13560	18.56031	2.52281
254474403.00000	1016.00000	41.25347	30.19267	18.59076	2.55486
254474421.00000	1017.00000	41.27332	30.20011	18.57370	2.55333
254474439.00000	1018.00000	41.29317	30.23485	18.58010	2.75021
254474458.00000	1019.00000	41.30061	30.25470	18.57584	2.74869
254474487.00000	1020.00000	41.34775	30.32913	18.60111	2.83416
254474515.00000	1021.00000	41.38001	30.37379	18.58588	2.85705
254474534.00000	1022.00000	41.39241	30.39364	18.58467	2.96388
254474553.00000	1023.00000	41.39986	30.40853	18.58132	2.95625
254474575.00000	1024.00000	41.42963	30.44822	18.58893	2.94862
254474598.00000	1025.00000	41.46685	30.50033	18.59685	2.94557
254474618.00000	1026.00000	41.47925	30.54995	18.59989	2.94709
254474637.00000	1027.00000	41.49414	30.56484	18.60020	3.05240
254474657.00000	1028.00000	41.51895	30.59709	18.59624	3.05546
254474675.00000	1029.00000	41.54128	30.63927	18.60294	3.05851
254474694.00000	1030.00000	41.58346	30.69882	18.60659	3.08140
254474726.00000	1031.00000	41.62564	30.74348	18.62578	3.14245
254474755.00000	1032.00000	41.66286	30.79310	18.60598	3.15161
254474774.00000	1033.00000	41.70255	30.86505	18.61055	3.17297
254474793.00000	1034.00000	41.75466	30.95437	18.62699	3.15924
254474813.00000	1035.00000	41.79435	31.01640	18.63095	3.13787
254474834.00000	1036.00000	41.84646	31.09331	18.63369	3.24776
254474852.00000	1037.00000	41.92833	31.20744	18.64405	3.24623
254474870.00000	1038.00000	42.04247	31.29676	18.67176	3.26760
254474889.00000	1039.00000	42.11442	31.51758	18.68424	3.26607
254474917.00000	1040.00000	42.45929	32.06591	18.70830	3.28591
254474950.00000	1041.00000	42.80169	32.61424	18.79995	3.19587
254474973.00000	1042.00000	42.79424	32.61672	18.77620	2.88147
254474997.00000	1043.00000	42.79921	32.60679	18.77590	2.94709
254475018.00000	1044.00000	42.79921	32.60183	18.76889	2.94252
254475037.00000	1045.00000	42.79921	32.60183	18.77011	3.48737
254475056.00000	1046.00000	42.79921	32.60679	18.76768	3.49042
254475073.00000	1047.00000	42.79672	32.61175	18.76889	3.22334
254475096.00000	1048.00000	42.79921	32.60183	18.76402	3.10735
254475119.00000	1049.00000	42.79672	32.60431	18.75671	3.10429
254475137.00000	1050.00000	42.79921	32.60431	18.75093	3.03409
254475159.00000	1051.00000	42.79672	32.61424	18.75123	3.03867
254475180.00000	1052.00000	42.79921	32.61175	18.74849	2.85400
254475200.00000	1053.00000	42.79921	32.60183	18.73997	2.71206
254475218.00000	1054.00000	42.79921	32.60431	18.74575	2.71206
254475239.00000	1055.00000	42.79672	32.60679	18.73448	2.66780
254475268.00000	1056.00000	42.79921	32.59935	18.76098	2.49992
254475285.00000	1057.00000	42.79672	32.60927	18.75702	2.50297
254475303.00000	1058.00000	42.79672	32.61175	18.74819	2.31983
254475324.00000	1059.00000	42.79424	32.59191	18.75062	2.17178
254475352.00000	1060.00000	42.79672	32.61175	18.72109	2.17331
254475374.00000	1061.00000	42.79921	32.60431	18.71073	2.05579
254475394.00000	1062.00000	42.79921	32.60183	18.71652	1.69866
254475413.00000	1063.00000	42.79672	32.60431	18.71134	1.68950
254475434.00000	1064.00000	42.79921	32.60927	18.70951	1.33848
254475453.00000	1065.00000	42.79921	32.60431	18.70129	1.33695
254475479.00000	1066.00000	42.79921	32.60183	18.68942	1.34000
254475501.00000	1067.00000	42.80169	32.59935	18.68485	1.50026
254475519.00000	1068.00000	42.79921	32.61920	18.68789	1.50636
254475538.00000	1069.00000	42.80169	32.61920	18.67815	1.52620
254475557.00000	1070.00000	42.79672	32.59935	18.67754	1.52773
254475575.00000	1071.00000	42.79921	32.60431	18.67450	1.41479
254475596.00000	1072.00000	42.79921	32.60679	18.67236	1.26522
254475629.00000	1073.00000	42.79672	32.59687	18.69338	1.02866
254475660.00000	1074.00000	42.79921	32.60183	18.65836	1.03629
254475680.00000	1075.00000	42.79424	32.60183	18.65562	0.80583
254475700.00000	1076.00000	42.79921	32.61424	18.65714	0.59980
254475721.00000	1077.00000	42.79424	32.60183	18.65501	0.59980
254475739.00000	1078.00000	42.79921	32.59687	18.64009	0.43039
254475757.00000	1079.00000	42.79921	32.60183	18.63613	0.43039
254475774.00000	1080.00000	42.80169	32.60927	18.62943	0.30982
254475791.00000	1081.00000	42.79672	32.61424	18.65227	0.29761
254475818.00000	1082.00000	42.80169	32.60679	18.63278	0.17857
254475845.00000	1083.00000	42.79672	32.61175	18.65623	0.03205
254475873.00000	1084.00000	42.79424	32.61424	18.61877	-0.06105
254475901.00000	1085.00000	42.79921	32.59935	18.61755	-0.11599
254475919.00000	1086.00000	42.79424	32.59935	18.60750	-0.11447
254475937.00000	1087.00000	42.80665	32.60431	18.60294	-0.13125
254475954.00000	1088.00000	42.79921	32.60431	18.60111	-0.13431
254475971.00000	1089.00000	42.79921	32.61672	18.62303	-0.14041
254475988.00000	1090.00000	42.79921	32.60183	18.62486	-0.14194
254476015.00000	1091.00000	42.79921	32.60183	18.59076	-0.13278
254476044.00000	1092.00000	42.79921	32.59687	18.61177	-0.12973
254476072.00000	1093.00000	42.79672	32.61424	18.58010	-0.11294
254476100.00000	1094.00000	42.79921	32.60183	18.57705	-0.12515
254476117.00000	1095.00000	42.80169	32.60431	18.56822	-0.12667
254476135.00000	1096.00000	42.80169	32.60431	18.56975	-0.34034
254476152.00000	1097.00000	42.79921	32.61672	18.57096	-0.34950
254476169.00000	1098.00000	42.79672	32.60183	18.58832	-0.53264
254476196.00000	1099.00000	42.79672	32.60183	18.55330	-0.51128
254476224.00000	1100.00000	42.79424	32.60183	18.58741	-0.53875
254476253.00000	1101.00000	42.79424	32.61672	18.55543	-0.54333
254476270.00000	1102.00000	42.80169	32.59935	18.57736	-0.65474
254476288.00000	1103.00000	42.80169	32.61175	18.57431	-0.65169
254476305.00000	1104.00000	42.79424	32.61175	18.56366	-0.75700
254476323.00000	1105.00000	42.79672	32.60183	18.56701	-0.74936
254476351.00000	1106.00000	42.79921	32.60927	18.56122	-0.85620
254476378.00000	1107.00000	42.79672	32.60431	18.53199	-0.88672
254476406.00000	1108.00000	42.79672	32.60431	18.56092	-0.92335
254476423.00000	1109.00000	42.79672	32.59935	18.55026	-0.91267
254476440.00000	1110.00000	42.79672	32.61175	18.52803	-0.97524
254476457.00000	1111.00000	42.79921	32.60431	18.52102	-0.97066
254476474.00000	1112.00000	42.79921	32.59935	18.51219	-1.04850
254476501.00000	1113.00000	42.79424	32.59191	18.51372	-1.13244
254476529.00000	1114.00000	42.79424	32.59191	18.53473	-1.20723
254476557.00000	1115.00000	42.78928	32.59687	18.50367	-1.19807
254476576.00000	1116.00000	42.78680	32.59439	18.50032	-1.28659
254476594.00000	1117.00000	42.78680	32.59687	18.50458	-1.35832
254476612.00000	1118.00000	42.77688	32.59687	18.49758	-1.37053
254476631.00000	1119.00000	42.77688	32.57702	18.52468	-1.41174
254476651.00000	1120.00000	42.76943	32.56709	18.52133	-1.41174
254476678.00000	1121.00000	42.76695	32.56461	18.48783	-1.50483
254476706.00000	1122.00000	42.76199	32.55221	18.50824	-1.57046
254476724.00000	1123.00000	42.76199	32.54228	18.50428	-1.62388
254476741.00000	1124.00000	42.74462	32.52740	18.47169	-1.61167
254476759.00000	1125.00000	42.72477	32.50507	18.47048	-1.61472
254476777.00000	1126.00000	42.71981	32.48770	18.46439	-1.65898
254476805.00000	1127.00000	42.70989	32.47033	18.47870	-1.79176
254476833.00000	1128.00000	42.70244	32.46289	18.45677	-1.85128
254476861.00000	1129.00000	42.68756	32.43063	18.45007	-1.84060
254476879.00000	1130.00000	42.67019	32.43063	18.44916	-1.82992
254476898.00000	1131.00000	42.66274	32.39590	18.44459	-1.86502
254476918.00000	1132.00000	42.64041	32.34628	18.42876	-1.86502
254476935.00000	1133.00000	42.61312	32.31154	18.42785	-1.94896
254476952.00000	1134.00000	42.59575	32.27432	18.41810	-1.96270
254476979.00000	1135.00000	42.54117	32.22222	18.41232	-2.03443
254477007.00000	1136.00000	42.49899	32.11305	18.42937	-2.08174
254477035.00000	1137.00000	42.43696	32.00140	18.38430	-2.13058
254477053.00000	1138.00000	42.36501	31.89223	18.38095	-2.13821
254477071.00000	1139.00000	42.25336	31.72103	18.39770	-2.09090
254477089.00000	1140.00000	42.11442	31.61187	18.37943	-2.08937
254477106.00000	1141.00000	42.03006	31.36127	18.36299	-2.06800
254477124.00000	1142.00000	41.80924	31.00895	18.33528	-1.99475
254477151.00000	1143.00000	41.37257	30.34154	18.28838	-1.99017
254477179.00000	1144.00000	40.96318	29.91727	18.19855	-1.73224
254477207.00000	1145.00000	40.73988	29.39871	18.17358	-1.35527
254477225.00000	1146.00000	40.54387	29.10594	18.14557	-1.10497
254477244.00000	1147.00000	40.45207	28.93226	18.13065	-1.10650
254477263.00000	1148.00000	40.40989	28.86031	18.12212	-1.09276
254477283.00000	1149.00000	40.38508	28.83798	18.11968	-1.17518
254477301.00000	1150.00000	40.37764	28.81813	18.08923	-1.12328
254477319.00000	1151.00000	40.38012	28.82061	18.09076	-1.12634
254477346.00000	1152.00000	40.37516	28.79828	18.12029	-1.15686
254477374.00000	1153.00000	40.36275	28.78588	18.09685	-1.11107
254477402.00000	1154.00000	40.34042	28.75114	18.12486	-1.11260
254477420.00000	1155.00000	40.32305	28.75114	18.10842	-1.11260
254477438.00000	1156.00000	40.30569	28.71393	18.11116	-1.17365
254477456.00000	1157.00000	40.27095	28.65438	18.10476	-1.17518
254477473.00000	1158.00000	40.23622	28.58739	18.10263	-1.28354
254477491.00000	1159.00000	40.20396	28.54273	18.12973	-1.28201
254477519.00000	1160.00000	40.16923	28.50303	18.10324	-1.40411
254477547.00000	1161.00000	40.14441	28.45837	18.12791	-1.53994
254477576.00000	1162.00000	40.09975	28.39138	18.10233	-1.57504
254477594.00000	1163.00000	40.05758	28.35168	18.10294	-1.62846
254477612.00000	1164.00000	40.04021	28.31198	18.10111	-1.63761
254477631.00000	1165.00000	40.02036	28.28717	18.12425	-1.77802
254477651.00000	1166.00000	40.00547	28.26236	18.12212	-1.78108
254477668.00000	1167.00000	39.99307	28.24996	18.12090	-1.84670
254477685.00000	1168.00000	39.97074	28.20778	18.12029	-1.84518
254477713.00000	1169.00000	39.94593	28.16808	18.08680	-1.83297
254477741.00000	1170.00000	39.93104	28.16064	18.09350	-1.89402
254477769.00000	1171.00000	39.92360	28.13583	18.12182	-1.94896
254477787.00000	1172.00000	39.91615	28.11598	18.10568	-1.94896
254477804.00000	1173.00000	39.90375	28.09117	18.12121	-1.92301
254477821.00000	1174.00000	39.89878	28.09613	18.09867	-1.91691
254477839.00000	1175.00000	39.89134	28.07380	18.09563	-1.91996
254477867.00000	1176.00000	39.88142	28.05643	18.12121	-2.00543
254477895.00000	1177.00000	39.86653	28.04651	18.10263	-1.98254
254477923.00000	1178.00000	39.84916	28.03410	18.11908	-1.98254
254477941.00000	1179.00000	39.84668	28.01673	18.09806	-2.00085
254477959.00000	1180.00000	39.84916	28.03410	18.09502	-2.00085
254477979.00000	1181.00000	39.84916	28.02418	18.10202	-2.03137
254478000.00000	1182.00000	39.83179	28.00185	18.10020	-2.03443
254478018.00000	1183.00000	39.82931	27.98696	18.09959	-2.03137
254478037.00000	1184.00000	39.81939	27.98448	18.10507	-2.01459
254478066.00000	1185.00000	39.80698	27.96463	18.12243	-2.06342
254478094.00000	1186.00000	39.80450	27.95470	18.10263	-2.11074
254478113.00000	1187.00000	39.79458	27.93982	18.09959	-2.12295
254478133.00000	1188.00000	39.79210	27.94478	18.10537	-2.08937
254478152.00000	1189.00000	39.77969	27.93734	18.10415	-2.09395
254478170.00000	1190.00000	39.77473	27.91004	18.12090	-2.11379
254478190.00000	1191.00000	39.76729	27.91997	18.11847	-2.11226
254478210.00000	1192.00000	39.75488	27.89268	18.12912	-2.15957
254478229.00000	1193.00000	39.75240	27.87779	18.12364	-2.18399
254478248.00000	1194.00000	39.74247	27.86538	18.12669	-2.18705
254478277.00000	1195.00000	39.72511	27.83313	18.09837	-2.20689
254478306.00000	1196.00000	39.71270	27.81328	18.12151	-2.23589
254478324.00000	1197.00000	39.70526	27.80088	18.11268	-2.29388
254478355.00000	1198.00000	39.69533	27.78599	18.09258	-2.28472
254478373.00000	1199.00000	39.67548	27.77110	18.09806	-2.30914
254478391.00000	1200.00000	39.66804	27.74877	18.12821	-2.30609
254478414.00000	1201.00000	39.65315	27.75125	18.09715	-2.29846
254478434.00000	1202.00000	39.64075	27.72148	18.09289	-2.36561
254478451.00000	1203.00000	39.63331	27.68923	18.11420	-2.37630
254478469.00000	1204.00000	39.62338	27.69667	18.11085	-2.38851
254478497.00000	1205.00000	39.61842	27.68426	18.08771	-2.39614
254478525.00000	1206.00000	39.59113	27.63464	18.11207	-2.40682
254478543.00000	1207.00000	39.57624	27.62720	18.10842	-2.40835
254478562.00000	1208.00000	39.56632	27.61975	18.11177	-2.39461
254478581.00000	1209.00000	39.56135	27.59742	18.08984	-2.44497
254478600.00000	1210.00000	39.55391	27.57758	18.09654	-2.48618
254478618.00000	1211.00000	39.54150	27.56765	18.09045	-2.48160
254478645.00000	1212.00000	39.47451	27.47585	18.09928	-2.44955
254478673.00000	1213.00000	39.38271	27.35179	18.06670	-2.52586
254478691.00000	1214.00000	39.31820	27.26744	18.07949	-2.52281
254478710.00000	1215.00000	39.26610	27.20789	18.06822	-2.70596
254478729.00000	1216.00000	39.20903	27.13097	18.06518	-2.65712
254478748.00000	1217.00000	39.17678	27.03669	18.06000	-2.65712
254478767.00000	1218.00000	39.10483	26.91760	18.04691	-2.40835
254478795.00000	1219.00000	38.98077	26.73896	18.02163	-2.15042
254478823.00000	1220.00000	38.75251	26.43626	18.00945	-2.14584
254478841.00000	1221.00000	38.54906	26.13853	17.98418	-1.89554
254478859.00000	1222.00000	38.29102	25.96981	17.95068	-1.89859
254478877.00000	1223.00000	38.13471	25.56043	17.92450	-1.65898
254478896.00000	1224.00000	37.85187	25.14857	17.88521	-1.34764
254478925.00000	1225.00000	37.44993	24.60768	17.85598	-1.12481
254478953.00000	1226.00000	37.14227	24.19830	17.80574	-1.12176
254478971.00000	1227.00000	37.00581	24.00973	17.81274	-1.03934
254478989.00000	1228.00000	36.91152	23.94026	17.80574	-1.03934
254479007.00000	1229.00000	36.88919	23.87079	17.80300	-1.01187
254479025.00000	1230.00000	36.85942	23.82365	17.79813	-1.03324
254479054.00000	1231.00000	36.85198	23.81373	17.80147	-1.02408
254479132.00000	1232.00000	36.83461	23.79140	17.81396	-1.05918
254479150.00000	1233.00000	36.82220	23.77651	17.81670	-1.06071
254479168.00000	1234.00000	36.81972	23.76162	17.82279	-1.06376
254479186.00000	1235.00000	36.80732	23.76162	17.83862	-1.06224
254479204.00000	1236.00000	36.80235	23.73681	17.84532	-1.06987
254479222.00000	1237.00000	36.79739	23.72937	17.84776	-1.06071
254479239.00000	1238.00000	36.79739	23.74426	17.83923	-1.12634
254479267.00000	1239.00000	36.79243	23.72441	17.84319	-1.12328
254479294.00000	1240.00000	36.76266	23.65742	17.84411	-1.13397
254479322.00000	1241.00000	36.67830	23.54328	17.85720	-1.13092
254479340.00000	1242.00000	36.62123	23.52592	17.85507	-1.26675
254479358.00000	1243.00000	36.59642	23.45645	17.84502	-1.26827
254479377.00000	1244.00000	36.56665	23.40682	17.84411	-1.51857
254479396.00000	1245.00000	36.54184	23.38946	17.84197	-1.68950
254479416.00000	1246.00000	36.50958	23.34976	17.84867	-1.68950
254479445.00000	1247.00000	36.46740	23.28773	17.84502	-1.75361
254479473.00000	1248.00000	36.43515	23.24307	17.84319	-1.79939
254479491.00000	1249.00000	36.42523	23.25299	17.85050	-1.79939
254479551.00000	1250.00000	36.41530	23.21330	17.85750	-1.83297
254479569.00000	1251.00000	36.41530	23.22074	17.85355	-1.75513
254479588.00000	1252.00000	36.41034	23.20833	17.84441	-1.75513
254479606.00000	1253.00000	36.41034	23.20585	17.85994	-1.70324
254479625.00000	1254.00000	36.41034	23.22322	17.86816	-1.63761
254479645.00000	1255.00000	36.40538	23.22074	17.86816	-1.63761
254479663.00000	1256.00000	36.40041	23.20833	17.86847	-1.62693
254479683.00000	1257.00000	36.40290	23.20089	17.86938	-1.60251
254479712.00000	1258.00000	36.40290	23.20337	17.86694	-1.61777
254479740.00000	1259.00000	36.39793	23.20337	17.87090	-1.60404
254479757.00000	1260.00000	36.40290	23.21330	17.87547	-1.60556
254479774.00000	1261.00000	36.40290	23.22322	17.88247	-1.55673
254479791.00000	1262.00000	36.40538	23.20585	17.87638	-1.56588
