ts	Sample#	A	B	dx	F
254460811.00000	408.00000	-1.14379	-7.71874	16.44886	1.11413
254460829.00000	409.00000	-1.00237	-7.72371	16.45464	1.13092
254460848.00000	410.00000	-0.90561	-7.66168	16.45525	1.13244
254460868.00000	411.00000	-0.79892	-7.59965	16.46804	1.22707
254460885.00000	412.00000	-0.69719	-7.58724	16.46439	1.22707
254460903.00000	413.00000	-0.61532	-7.55995	16.44368	1.24233
254460930.00000	414.00000	-0.51607	-7.52274	16.45281	1.22707
254460958.00000	415.00000	-0.41435	-7.47808	16.86786	1.22096
254460986.00000	416.00000	-0.26548	-7.41357	16.47839	1.22859
254461004.00000	417.00000	-0.13398	-7.36643	16.47078	1.25912
254461022.00000	418.00000	-0.01489	-7.29944	16.47322	1.25149
254461040.00000	419.00000	0.05955	-7.25726	16.87395	1.26064
254461058.00000	420.00000	0.11661	-7.26718	16.89252	1.25759
254461075.00000	421.00000	0.21834	-7.19523	16.88978	1.20265
254461103.00000	422.00000	0.40194	-7.15057	16.48966	1.14312
254461131.00000	423.00000	0.60043	-7.07117	16.49149	1.13702
254461159.00000	424.00000	0.86839	-6.98185	16.91201	1.12939
254461177.00000	425.00000	0.95027	-6.90246	16.91445	1.14923
254461195.00000	426.00000	1.09417	-6.86524	16.91231	1.14465
254461214.00000	427.00000	1.20334	-6.81810	16.91749	1.14465
254461234.00000	428.00000	1.31251	-6.78088	16.92115	1.08208
254461252.00000	429.00000	1.38942	-6.71886	16.91627	1.08513
254461270.00000	430.00000	1.42168	-6.71141	16.50945	1.05613
254461354.00000	431.00000	1.50604	-6.67171	16.91049	1.07597
254461384.00000	432.00000	1.61769	-6.62209	16.50519	1.07139
254461402.00000	433.00000	1.65242	-6.60472	16.50823	1.09276
254461419.00000	434.00000	1.70701	-6.61217	16.90866	1.09429
254461437.00000	435.00000	1.74670	-6.55262	16.91323	1.14923
254461455.00000	436.00000	1.78640	-6.56254	16.90836	1.14770
254461472.00000	437.00000	1.85835	-6.54270	16.91688	1.17060
254461499.00000	438.00000	2.01715	-6.50300	16.91932	1.16602
254461528.00000	439.00000	2.12880	-6.43353	16.51706	1.21180
254461556.00000	440.00000	2.27270	-6.37894	16.91932	1.21028
254461574.00000	441.00000	2.36946	-6.33180	16.92419	1.22096
254461592.00000	442.00000	2.46623	-6.28714	16.93546	1.22859
254461610.00000	443.00000	2.52081	-6.23008	16.52955	1.23012
254461628.00000	444.00000	2.56547	-6.24496	16.52468	1.23317
254461647.00000	445.00000	2.63494	-6.20278	16.52468	1.23317
254461676.00000	446.00000	2.75404	-6.16309	16.93972	1.25301
254461704.00000	447.00000	2.94508	-6.07873	16.52864	1.28964
254461722.00000	448.00000	3.11132	-6.00181	16.54508	1.28354
254461739.00000	449.00000	3.25522	-5.96956	16.95555	1.31864
254461756.00000	450.00000	3.32717	-5.90753	16.95342	1.32016
254461785.00000	451.00000	3.62987	-5.75618	16.55756	1.31101
254461812.00000	452.00000	3.92512	-5.61476	16.98205	1.22859
254461830.00000	453.00000	4.10624	-5.54033	16.56914	1.16297
254461848.00000	454.00000	4.20549	-5.45845	16.55817	1.16907
254461868.00000	455.00000	4.37917	-5.40635	16.57644	1.10650
254461885.00000	456.00000	4.56277	-5.32199	16.58588	1.10497
254461903.00000	457.00000	4.71412	-5.24755	16.59867	1.09429
254461931.00000	458.00000	4.85802	-5.17312	16.59776	1.04392
254461959.00000	459.00000	4.98952	-5.10365	17.01037	1.03629
254461987.00000	460.00000	5.06147	-5.06891	16.60294	0.99050
254462005.00000	461.00000	5.10861	-5.03170	16.60476	0.98898
254462022.00000	462.00000	5.10861	-5.01433	16.61603	0.98135
254462039.00000	463.00000	5.13094	-5.03170	17.00671	0.95998
254462056.00000	464.00000	5.15079	-4.99200	17.00732	0.95998
254462084.00000	465.00000	5.23515	-4.97711	16.60720	0.95388
254462111.00000	466.00000	5.31454	-4.94486	16.61238	0.96609
254462152.00000	467.00000	5.43116	-4.85058	16.99879	1.00729
254462170.00000	468.00000	5.53785	-4.81832	16.59898	1.01950
254462188.00000	469.00000	5.62468	-4.73893	16.61298	1.01798
254462205.00000	470.00000	5.73385	-4.70667	16.62121	1.02561
254462222.00000	471.00000	5.84798	-4.66449	16.61420	1.01950
254462239.00000	472.00000	5.94971	-4.61735	17.01554	1.07445
254462267.00000	473.00000	6.07128	-4.54540	16.61968	1.07292
254462295.00000	474.00000	6.20526	-4.49578	17.02772	1.06834
254462323.00000	475.00000	6.35165	-4.40894	16.62212	1.07445
254462341.00000	476.00000	6.51044	-4.33202	16.63734	1.06681
254462359.00000	477.00000	6.62705	-4.31218	17.03168	1.06681
254462378.00000	478.00000	6.68164	-4.22534	17.03838	1.06834
254462397.00000	479.00000	6.83051	-4.14594	17.04508	1.06987
254462415.00000	480.00000	6.95208	-4.06654	17.05239	1.06681
254462444.00000	481.00000	7.12080	-3.97971	16.65379	1.01340
254462472.00000	482.00000	7.24733	-3.92016	17.05817	0.96609
254462490.00000	483.00000	7.34161	-3.84573	16.66688	0.96761
254462507.00000	484.00000	7.38379	-3.84821	16.65744	0.94777
254462524.00000	485.00000	7.50041	-3.77377	16.66840	1.00424
254462542.00000	486.00000	7.59717	-3.68197	16.67358	0.99508
254462570.00000	487.00000	7.73363	-3.63235	16.67236	1.06224
254462598.00000	488.00000	7.80310	-3.58273	17.07096	1.06834
254462626.00000	489.00000	7.93708	-3.50333	16.68698	1.06376
254462644.00000	490.00000	7.99911	-3.44627	16.69216	1.06376
254462662.00000	491.00000	8.07851	-3.43634	16.69368	1.05461
254462681.00000	492.00000	8.12813	-3.41401	17.08345	1.09123
254462701.00000	493.00000	8.18023	-3.38672	17.07766	1.11260
254462719.00000	494.00000	8.19760	-3.37680	17.06426	1.11260
254462737.00000	495.00000	8.22985	-3.34702	17.07492	1.09887
254462765.00000	496.00000	8.33654	-3.28748	16.67967	1.10497
254462794.00000	497.00000	8.46556	-3.20560	17.07797	1.17365
254462823.00000	498.00000	8.60698	-3.10884	16.70190	1.23317
254462841.00000	499.00000	8.71119	-3.05673	16.69611	1.22707
254462859.00000	500.00000	8.80051	-3.00711	17.09380	1.22554
254462878.00000	501.00000	8.83773	-2.97982	17.08893	1.22707
254462897.00000	502.00000	8.92456	-2.94260	17.09380	1.21180
254462916.00000	503.00000	9.02381	-2.89546	17.09928	1.20875
254462935.00000	504.00000	9.10320	-2.83343	17.09959	1.17365
254462963.00000	505.00000	9.20989	-2.79621	16.71834	1.17975
254462991.00000	506.00000	9.30169	-2.74411	17.10689	1.17975
254463009.00000	507.00000	9.38109	-2.70193	16.73113	1.18586
254463027.00000	508.00000	9.40342	-2.67712	16.71773	1.20417
254463045.00000	509.00000	9.47289	-2.63494	16.72078	1.20570
254463064.00000	510.00000	9.56469	-2.56051	16.72748	1.20417
254463093.00000	511.00000	9.70363	-2.48359	17.11816	1.20265
254463121.00000	512.00000	9.84506	-2.39179	16.73966	1.20265
254463139.00000	513.00000	9.99392	-2.32977	17.13400	1.22249
254463157.00000	514.00000	10.05099	-2.24541	17.12669	1.22249
254463174.00000	515.00000	10.24700	-2.12631	17.13735	1.20265
254463191.00000	516.00000	10.46286	-1.97993	17.15440	1.21180
254463218.00000	517.00000	10.68367	-1.81369	17.16323	1.18891
254463246.00000	518.00000	11.06328	-1.58047	16.79752	1.12023
254463274.00000	519.00000	11.36350	-1.40183	17.19246	1.03629
254463292.00000	520.00000	11.53718	-1.24800	17.20495	1.04697
254463310.00000	521.00000	11.69349	-1.16860	16.82553	1.00271
254463328.00000	522.00000	11.80514	-1.10161	16.84197	0.95845
254463347.00000	523.00000	11.95897	-0.96515	16.84532	0.95998
254463367.00000	524.00000	12.15746	-0.84606	16.86512	0.98135
254463395.00000	525.00000	12.45271	-0.62524	17.24240	1.02255
254463423.00000	526.00000	12.76285	-0.41931	16.88217	1.04545
254463441.00000	527.00000	12.95389	-0.28533	16.90440	1.03782
254463459.00000	528.00000	13.14742	-0.24315	17.28199	1.03782
254463478.00000	529.00000	13.25907	-0.08932	17.29021	1.04087
254463497.00000	530.00000	13.46996	0.04714	17.29447	1.04087
254463516.00000	531.00000	13.69326	0.19601	17.30239	1.03934
254463545.00000	532.00000	14.01333	0.44908	16.93241	1.04240
254463573.00000	533.00000	14.29121	0.67486	17.33680	1.02866
254463592.00000	534.00000	14.42519	0.74930	17.33375	1.03171
254463615.00000	535.00000	14.52444	0.81381	17.34167	0.98593
254463635.00000	536.00000	14.62368	0.87831	17.34228	0.95845
254463696.00000	537.00000	14.85443	1.04703	17.34380	0.98593
254463714.00000	538.00000	14.92142	1.08425	17.33802	0.98287
254463732.00000	539.00000	14.94871	1.12891	17.34624	1.03324
254463751.00000	540.00000	14.97352	1.15372	17.34898	1.03019
254463769.00000	541.00000	15.03555	1.16860	16.97443	1.00119
254463814.00000	542.00000	15.19434	1.30507	17.34197	1.00882
254463832.00000	543.00000	15.26381	1.36957	17.34319	1.08208
254463851.00000	544.00000	15.35809	1.42912	17.34441	1.07902
254463869.00000	545.00000	15.46726	1.48867	16.98326	1.12023
254463887.00000	546.00000	15.51936	1.56062	16.98966	1.11871
254463905.00000	547.00000	15.64838	1.61272	16.99423	1.16907
254463934.00000	548.00000	15.83447	1.79136	17.35355	1.19807
254463962.00000	549.00000	16.05528	1.96752	17.00945	1.19807
254463981.00000	550.00000	16.19423	2.07917	17.02346	1.21791
254464001.00000	551.00000	16.32821	2.17097	17.38856	1.21028
254464019.00000	552.00000	16.48452	2.25037	17.40105	1.21333
254464037.00000	553.00000	16.54158	2.34961	17.37882	1.18128
254464055.00000	554.00000	16.70286	2.45878	17.39618	1.18128
254464084.00000	555.00000	16.92119	2.63742	17.05878	1.16754
254464112.00000	556.00000	17.14201	2.82599	17.43546	1.15533
254464131.00000	557.00000	17.29584	2.94260	17.43394	1.11565
254464151.00000	558.00000	17.45959	3.07410	17.09106	1.11565
254464169.00000	559.00000	17.61342	3.14357	17.08893	1.11565
254464187.00000	560.00000	17.68041	3.26266	17.10172	1.12328
254464205.00000	561.00000	17.85657	3.39664	17.10720	1.11871
254464234.00000	562.00000	18.05010	3.54799	17.47565	1.12939
254464262.00000	563.00000	18.21633	3.68197	17.12851	1.12786
254464294.00000	564.00000	18.32798	3.78370	17.49270	1.14923
254464312.00000	565.00000	18.37513	3.81347	17.48661	1.15381
254464331.00000	566.00000	18.40986	3.83828	17.47900	1.14465
254464351.00000	567.00000	18.42971	3.87302	17.12912	1.14312
254464369.00000	568.00000	18.43467	3.86309	17.13034	1.12786
254464387.00000	569.00000	18.46693	3.88294	17.11938	1.12786
254464405.00000	570.00000	18.47437	3.92264	17.13491	1.13244
254464434.00000	571.00000	18.49174	3.91272	17.47413	1.13702
254464463.00000	572.00000	18.50166	3.91520	17.10811	1.14618
254464482.00000	573.00000	18.52647	3.94993	17.11359	1.14312
254464501.00000	574.00000	18.55625	3.98715	17.11024	1.12786
254464528.00000	575.00000	18.61083	4.01444	17.11177	1.18738
254464547.00000	576.00000	18.66790	4.04421	17.11816	1.18586
254464571.00000	577.00000	18.69519	4.07647	17.45251	1.26369
254464589.00000	578.00000	18.73241	4.12361	17.12669	1.26522
254464615.00000	579.00000	18.77707	4.14842	17.46012	1.25759
254464640.00000	580.00000	18.88624	4.23526	17.45677	1.24080
254464658.00000	581.00000	18.91849	4.27248	17.45251	1.24233
254464676.00000	582.00000	19.04006	4.37172	17.46743	1.28811
254464695.00000	583.00000	19.16660	4.47345	17.47352	1.36137
254464714.00000	584.00000	19.27577	4.60247	17.47778	1.36290
254464734.00000	585.00000	19.37501	4.68186	17.49362	1.38732
254464762.00000	586.00000	19.52388	4.81584	17.16110	1.38732
254464790.00000	587.00000	19.69260	4.95726	17.16780	1.37969
254464808.00000	588.00000	19.75959	4.99448	17.16749	1.37206
254464826.00000	589.00000	19.90597	5.12598	17.18180	1.39190
254464844.00000	590.00000	20.05980	5.29718	17.19277	1.39037
254464863.00000	591.00000	20.24589	5.45349	17.20921	1.39953
254464892.00000	592.00000	20.55851	5.73633	17.57370	1.39800
254464921.00000	593.00000	20.84383	5.95219	17.24605	1.33695
254464939.00000	594.00000	21.03488	6.03655	17.58284	1.20265
254464957.00000	595.00000	21.14901	6.23256	17.58619	1.20417
254465018.00000	596.00000	21.81395	6.83795	17.64618	1.13092
254465051.00000	597.00000	22.29528	7.29447	17.34441	1.13549
254465068.00000	598.00000	22.52107	7.39868	17.35355	1.12481
254465086.00000	599.00000	22.64512	7.61454	17.37912	1.12481
254465104.00000	600.00000	22.87090	7.84528	17.39283	1.13702
254465122.00000	601.00000	23.08180	8.06610	17.40531	1.13092
254465140.00000	602.00000	23.31006	8.25963	17.74149	1.13702
254465158.00000	603.00000	23.43412	8.39857	17.75336	1.13702
254465185.00000	604.00000	23.76410	8.70871	17.43759	1.17365
254465213.00000	605.00000	24.03206	8.98907	17.78929	1.21638
254465250.00000	606.00000	24.35709	9.33147	17.48540	1.24691
254465268.00000	607.00000	24.43400	9.38109	17.49118	1.26522
254465298.00000	608.00000	24.58535	9.53492	17.82066	1.28659
254465318.00000	609.00000	24.67715	9.61928	17.82279	1.28964
254465336.00000	610.00000	24.74662	9.71604	17.82401	1.28659
254465354.00000	611.00000	24.79625	9.75326	17.82644	1.28964
254465372.00000	612.00000	24.82354	9.76814	17.81822	1.30490
254465390.00000	613.00000	24.84091	9.77807	17.50184	1.30795
254465408.00000	614.00000	24.84339	9.78799	17.49727	1.32322
254465435.00000	615.00000	24.86076	9.82769	17.80909	1.29727
254465463.00000	616.00000	24.91038	9.85002	17.49057	1.30643
254465492.00000	617.00000	24.96248	9.90709	17.81274	1.30795
254465510.00000	618.00000	25.00218	9.97656	17.49605	1.33848
254465528.00000	619.00000	25.02699	9.96415	17.49240	1.41479
254465547.00000	620.00000	25.06669	10.00881	17.48509	1.41631
254465567.00000	621.00000	25.08654	10.04603	17.48570	1.46668
254465585.00000	622.00000	25.10887	10.04355	17.48266	1.47431
254465603.00000	623.00000	25.12375	10.05347	17.48022	1.48194
254465631.00000	624.00000	25.14360	10.08076	17.79447	1.48499
254465660.00000	625.00000	25.15849	10.10557	17.78351	1.48042
254465688.00000	626.00000	25.16345	10.10061	17.46956	1.48347
254465705.00000	627.00000	25.18826	10.11798	17.45556	1.48347
254465723.00000	628.00000	25.24781	10.19489	17.46804	1.44989
254465741.00000	629.00000	25.32224	10.27925	17.47870	1.43768
254465759.00000	630.00000	25.40660	10.31399	17.77620	1.44226
254465778.00000	631.00000	25.46119	10.42812	17.77742	1.53536
254465807.00000	632.00000	25.57780	10.51248	17.49270	1.67730
254465881.00000	633.00000	25.73907	10.68367	17.49514	1.62235
254465900.00000	634.00000	25.77877	10.69608	17.79813	1.57962
254465918.00000	635.00000	25.77381	10.71841	17.78625	1.58114
254465936.00000	636.00000	25.80606	10.74818	17.78534	1.60099
254465954.00000	637.00000	25.83583	10.80029	17.79295	1.60251
254465972.00000	638.00000	25.86809	10.83254	17.79386	1.61014
254465990.00000	639.00000	25.90282	10.84743	17.50306	1.60404
254466018.00000	640.00000	25.93508	10.87224	17.78808	1.62998
254466046.00000	641.00000	25.96485	10.90946	17.50671	1.68645
254466075.00000	642.00000	25.99214	10.94915	17.78838	1.68035
254466094.00000	643.00000	26.01695	10.96156	17.79813	1.69103
254466113.00000	644.00000	26.04425	10.98141	17.78625	1.69103
254466133.00000	645.00000	26.04921	11.02111	17.79904	1.70477
254466161.00000	646.00000	26.08394	11.03103	17.49727	1.70171
254466180.00000	647.00000	26.09139	11.05336	17.78960	1.69866
254466200.00000	648.00000	26.09387	11.03351	17.78929	1.71698
254466218.00000	649.00000	26.10876	11.05832	17.78320	1.71698
254466236.00000	650.00000	26.10627	11.08065	17.77011	1.72613
254466253.00000	651.00000	26.12612	11.07321	17.77072	1.72003
254466281.00000	652.00000	26.17327	11.14020	17.50001	1.68035
254466310.00000	653.00000	26.25266	11.23696	17.49788	1.74750
254466359.00000	654.00000	26.37424	11.30395	17.78290	1.83602
254466377.00000	655.00000	26.42634	11.38831	17.78534	1.89096
254466396.00000	656.00000	26.51318	11.49996	17.80330	1.88944
254466415.00000	657.00000	26.58513	11.57191	17.81609	1.88638
254466434.00000	658.00000	26.67197	11.64138	17.81548	1.89554
254466452.00000	659.00000	26.75385	11.71830	17.81670	1.89859
254466469.00000	660.00000	26.81339	11.76048	17.54782	1.80855
254466487.00000	661.00000	26.83076	11.80018	17.54447	1.81007
254466515.00000	662.00000	26.89031	11.87461	17.83253	1.69866
254466544.00000	663.00000	26.98211	11.99122	17.55635	1.58725
254466573.00000	664.00000	27.07639	12.08550	17.83984	1.57657
254466601.00000	665.00000	27.16323	12.14753	17.84380	1.62235
254466618.00000	666.00000	27.17563	12.16986	17.83345	1.62083
254466636.00000	667.00000	27.22278	12.21700	17.84502	1.63456
254466654.00000	668.00000	27.26992	12.27159	17.84715	1.63304
254466672.00000	669.00000	27.30961	12.33113	17.83802	1.65440
254466690.00000	670.00000	27.34187	12.35098	17.58040	1.65288
254466727.00000	671.00000	27.37412	12.38820	17.58375	1.70324
254466756.00000	672.00000	27.38901	12.41301	17.84989	1.69866
254466774.00000	673.00000	27.38901	12.39564	17.84137	1.67424
254466791.00000	674.00000	27.39645	12.39812	17.84076	1.67730
254466809.00000	675.00000	27.40142	12.41549	17.58467	1.63609
254466827.00000	676.00000	27.40142	12.40557	17.58162	1.61167
254466856.00000	677.00000	27.40638	12.43782	17.82157	1.61014
254466884.00000	678.00000	27.42375	12.44030	17.57858	1.60404
254466912.00000	679.00000	27.42375	12.42045	17.82584	1.60709
254466930.00000	680.00000	27.42127	12.43782	17.57309	1.60404
254466950.00000	681.00000	27.44111	12.43286	17.57249	1.60404
254466968.00000	682.00000	27.45848	12.47256	17.57492	1.55520
254466986.00000	683.00000	27.45600	12.47752	17.58284	1.55673
254467003.00000	684.00000	27.45104	12.45519	17.56000	1.63304
254467031.00000	685.00000	27.45600	12.47504	17.81761	1.64677
254467060.00000	686.00000	27.45848	12.47752	17.81244	1.64525
254467078.00000	687.00000	27.45600	12.45519	17.81822	1.41937
254467096.00000	688.00000	27.47089	12.47504	17.80817	1.32016
254467115.00000	689.00000	27.48081	12.50481	17.81457	1.32016
254467134.00000	690.00000	27.50562	12.51970	17.81487	1.43768
254467152.00000	691.00000	27.53043	12.54699	17.80178	1.43768
254467180.00000	692.00000	27.56021	12.58421	17.80239	1.68798
254467208.00000	693.00000	27.60239	12.63135	17.56457	1.81771
254467237.00000	694.00000	27.73637	12.78022	17.81335	1.87875
254467255.00000	695.00000	27.82321	12.87698	17.82431	1.87875
254467273.00000	696.00000	27.88275	12.94893	17.83345	1.98406
254467292.00000	697.00000	27.93237	13.01592	17.84045	1.99169
254467311.00000	698.00000	28.01921	13.11517	17.84837	1.95964
254467382.00000	699.00000	28.58987	13.72304	17.66506	1.75513
254467401.00000	700.00000	28.84542	14.00589	17.90074	1.65288
254467418.00000	701.00000	28.96452	14.13987	17.91140	1.65135
254467436.00000	702.00000	29.18534	14.38798	17.93759	1.55520
254467454.00000	703.00000	29.38631	14.61376	17.95830	1.55520
254467472.00000	704.00000	29.55998	14.81225	17.97200	1.43158
254467501.00000	705.00000	29.74855	15.00329	17.97870	1.32932
254467528.00000	706.00000	29.80065	15.07524	17.77316	1.32169
254467546.00000	707.00000	29.86268	15.13975	17.77498	1.32169
254467565.00000	708.00000	29.92719	15.21419	17.77894	1.27896
254467584.00000	709.00000	30.00162	15.28862	17.78777	1.27743
254467602.00000	710.00000	30.05373	15.36554	17.79386	1.33848
254467650.00000	711.00000	30.20756	15.56651	17.78655	1.39342
254467678.00000	712.00000	30.34402	15.63598	18.01767	1.43310
254467697.00000	713.00000	30.37131	15.71785	18.02894	1.51247
254467717.00000	714.00000	30.42341	15.77492	18.02011	1.51094
254467735.00000	715.00000	30.43830	15.81462	18.02620	1.55520
254467753.00000	716.00000	30.44326	15.81214	18.02133	1.55520
254467772.00000	717.00000	30.46807	15.83447	18.01585	1.48042
254467790.00000	718.00000	30.49536	15.84935	17.81000	1.47889
254467808.00000	719.00000	30.50529	15.85431	17.79904	1.45447
254467837.00000	720.00000	30.51769	15.88657	18.02255	1.48805
254467867.00000	721.00000	30.53258	15.91138	17.81213	1.48499
254467895.00000	722.00000	30.56484	15.93371	18.00458	1.47431
254467914.00000	723.00000	30.56235	15.94860	18.00793	1.47584
254467934.00000	724.00000	30.56732	15.94612	17.99819	1.52620
254467961.00000	725.00000	30.57972	15.96845	17.78138	1.52468
254467980.00000	726.00000	30.59213	15.96596	17.97626	1.52315
254468000.00000	727.00000	30.61694	15.98829	17.99179	1.51399
254468018.00000	728.00000	30.64423	16.03295	17.98662	1.51247
254468036.00000	729.00000	30.71370	16.10739	17.98753	1.56130
254468054.00000	730.00000	30.76084	16.15949	17.99849	1.56130
254468083.00000	731.00000	30.78814	16.19175	17.79386	1.68340
254468111.00000	732.00000	30.79558	16.20167	17.98936	1.74750
254468129.00000	733.00000	30.79558	16.22400	17.80939	1.68798
254468147.00000	734.00000	30.80302	16.23144	17.79965	1.68645
254468165.00000	735.00000	30.81047	16.22152	17.80361	1.61167
254468184.00000	736.00000	30.83776	16.25129	17.80543	1.61167
254468212.00000	737.00000	30.91219	16.35550	17.98905	1.58878
254468240.00000	738.00000	30.99407	16.44482	17.99514	1.71545
254468258.00000	739.00000	31.03873	16.50189	17.99971	1.71698
254468277.00000	740.00000	31.14790	16.64579	18.01128	1.83602
254468296.00000	741.00000	31.29676	16.81202	18.01920	1.85586
254468315.00000	742.00000	31.45307	16.99811	18.02316	1.85433
254468334.00000	743.00000	31.60690	17.17923	18.04873	1.94285
254468362.00000	744.00000	31.82028	17.44719	17.89892	1.94285
254468390.00000	745.00000	32.06839	17.73996	17.91506	1.78718
254468408.00000	746.00000	32.14530	17.85161	17.92541	1.67272
254468427.00000	747.00000	32.29665	18.01040	17.94307	1.65593
254468446.00000	748.00000	32.42319	18.14686	17.95342	1.65288
254468465.00000	749.00000	32.51995	18.25603	17.96987	1.62540
254468540.00000	750.00000	32.74573	18.53888	18.15775	1.56130
254468568.00000	751.00000	32.80032	18.58850	17.98966	1.54909
254468586.00000	752.00000	32.81521	18.63068	17.97839	1.55062
254468604.00000	753.00000	32.83505	18.64060	17.97961	1.57504
254468622.00000	754.00000	32.85490	18.65549	17.98022	1.58114
254468639.00000	755.00000	32.87723	18.68526	18.14374	1.61930
254468656.00000	756.00000	32.87475	18.68030	18.13521	1.61930
254468684.00000	757.00000	32.88716	18.69271	17.97230	1.61167
254468711.00000	758.00000	32.88964	18.70263	18.13095	1.61777
254468739.00000	759.00000	32.90453	18.70015	18.12182	1.58572
254468757.00000	760.00000	32.90204	18.70511	18.11512	1.58878
254468774.00000	761.00000	32.91941	18.72744	18.11207	1.55062
254468792.00000	762.00000	32.94422	18.77210	18.12151	1.53841
254468811.00000	763.00000	32.97896	18.81428	18.11847	1.56741
254468840.00000	764.00000	33.02858	18.88127	18.11877	1.65135
254468868.00000	765.00000	33.03106	18.86639	17.96895	1.75818
254468885.00000	766.00000	33.03106	18.86391	17.95891	1.75818
254468902.00000	767.00000	33.05091	18.87631	17.94581	1.72308
254468920.00000	768.00000	33.07076	18.93090	18.09472	1.72308
254468948.00000	769.00000	33.08813	18.94578	17.96469	1.59946
254468977.00000	770.00000	33.12783	19.00533	18.11390	1.67272
254468996.00000	771.00000	33.16752	19.04255	18.11177	1.78108
254469015.00000	772.00000	33.19233	19.07480	18.11268	1.78108
254469034.00000	773.00000	33.20722	19.08472	18.11573	1.82381
254469052.00000	774.00000	33.21963	19.11698	18.11390	1.81465
254469070.00000	775.00000	33.23203	19.13683	17.97687	1.80244
254469098.00000	776.00000	33.24196	19.12690	18.10568	1.74903
254469127.00000	777.00000	33.25188	19.15420	17.97535	1.73834
254469145.00000	778.00000	33.28165	19.17404	17.97870	1.73834
254469164.00000	779.00000	33.31887	19.21870	17.98113	1.73834
254469184.00000	780.00000	33.37594	19.30554	17.97504	1.73834
254469201.00000	781.00000	33.44293	19.40479	17.98083	1.83602
254469219.00000	782.00000	33.49999	19.41967	18.10933	1.83755
254469247.00000	783.00000	33.55706	19.52884	18.00001	1.92912
254469275.00000	784.00000	33.65878	19.67523	18.12060	1.95354
254469303.00000	785.00000	33.84735	19.89853	18.01859	1.90623
254469321.00000	786.00000	33.98629	20.06476	18.03412	1.91386
254469339.00000	787.00000	34.12275	20.16897	18.17084	1.97490
254469357.00000	788.00000	34.19470	20.34513	18.18302	1.97643
254469375.00000	789.00000	34.38079	20.58084	18.19551	1.94896
254469394.00000	790.00000	34.60409	20.87361	18.22139	1.84213
254469423.00000	791.00000	34.97626	21.36239	18.14739	1.80702
254469451.00000	792.00000	35.30872	21.78914	18.29873	1.80702
254469469.00000	793.00000	35.52210	21.95041	18.19581	1.71698
254469487.00000	794.00000	35.60646	22.15634	18.21743	1.71545
254469505.00000	795.00000	35.76277	22.34987	18.22474	1.61319
254469523.00000	796.00000	35.88434	22.50370	18.24545	1.63914
254469551.00000	797.00000	36.00592	22.66993	18.36359	1.63914
254469579.00000	798.00000	36.06795	22.73196	18.37486	1.68187
254469597.00000	799.00000	36.07291	22.77414	18.37212	1.71850
254469616.00000	800.00000	36.07539	22.76670	18.35690	1.71850
254469634.00000	801.00000	36.08283	22.77414	18.35111	1.71240
254469651.00000	802.00000	36.10268	22.80391	18.35568	1.70935
254469679.00000	803.00000	36.13990	22.85105	18.35263	1.67577
254469707.00000	804.00000	36.16719	22.87587	18.23570	1.73376
254469735.00000	805.00000	36.19200	22.92797	18.34045	1.83144
254469754.00000	806.00000	36.22922	22.97015	18.34015	1.83144
254469772.00000	807.00000	36.24907	23.02721	18.32979	1.85128
254469790.00000	808.00000	36.26643	23.02721	18.22352	1.84823
254469808.00000	809.00000	36.27884	23.03466	18.23662	1.90317
254469827.00000	810.00000	36.28132	23.04954	18.24118	1.92149
254469906.00000	811.00000	36.28380	23.05202	18.22504	1.75055
254469935.00000	812.00000	36.28380	23.04210	18.30939	1.70171
254469953.00000	813.00000	36.28380	23.06443	18.31487	1.68950
254469979.00000	814.00000	36.29869	23.05202	18.30330	1.71545
254469998.00000	815.00000	36.30117	23.06443	18.30239	1.76582
254470017.00000	816.00000	36.31109	23.08676	18.30817	1.76276
254470035.00000	817.00000	36.34335	23.14879	18.29813	1.84213
254470053.00000	818.00000	36.38801	23.20337	18.31092	1.82992
254470071.00000	819.00000	36.43515	23.25051	18.21895	1.94438
254470099.00000	820.00000	36.49222	23.29517	18.30696	2.06648
254470128.00000	821.00000	36.52199	23.36216	18.21895	2.08326
254470147.00000	822.00000	36.57409	23.42171	18.22626	2.08784
254470167.00000	823.00000	36.63116	23.50607	18.23631	2.08784
254470185.00000	824.00000	36.68078	23.56810	18.24362	2.08479
254470203.00000	825.00000	36.72048	23.60779	18.23692	2.14279
254470221.00000	826.00000	36.76762	23.67975	18.32919	2.14279
254470249.00000	827.00000	36.85942	23.77899	18.25976	2.12752
254470278.00000	828.00000	36.92393	23.89560	18.34319	2.14279
254470297.00000	829.00000	36.95866	23.95763	18.34959	2.20231
254470326.00000	830.00000	37.01077	24.01222	18.26859	2.14584
254470345.00000	831.00000	37.04550	24.07672	18.27955	2.14431
254470364.00000	832.00000	37.07280	24.12138	18.28351	2.13363
254470384.00000	833.00000	37.09761	24.13379	18.27316	2.14584
254470402.00000	834.00000	37.12986	24.18341	18.27072	2.18552
254470420.00000	835.00000	37.17948	24.21815	18.35111	2.18399
254470438.00000	836.00000	37.19685	24.26281	18.33954	2.18857
254470467.00000	837.00000	37.23159	24.32484	18.28199	2.26336
254470495.00000	838.00000	37.28369	24.39431	18.35050	2.29846
254470523.00000	839.00000	37.35068	24.46874	18.28412	2.29388
